src,name,city,state,zip,clia,domain,exa_top_url
RU,AESTHETIC DERMATOLOGY ASSOCIATES PC,MEDIA,PA,19063,39D0885383,adaderm.com,https://adaderm.com/locations/media-pa/
RU,GENETIC DIAGNOSTIC LABORATORY,PHILADELPHIA,PA,19104,39D0893887,genetics.med.upenn.edu,https://genetics.med.upenn.edu/genetic-diagnostic-laboratory
RU,CARDIOLOGY ASSOCIATES OF ALTOONA LLP,ALTOONA,PA,16601,39D0914292,cardiologyaltoona.com,https://cardiologyaltoona.com/
RU,CONSULTANTS IN MEDICAL ONCOLOGY & HEMATOLOGY,NEWTOWN SQUARE,PA,19073,39D0947663,crozerhealth.org,https://www.crozerhealth.org/locations/practices/c/consultants-in-medical-oncology-and-hematology---newtown-square/
RU,OB/GYN ASSOCIATES OF ERIE,ERIE,PA,16507,39D0679874,obgynoferie.com,https://obgynoferie.com/
RU,VITA MEDICAL ASSOCIATES PC,BETHLEHEM,PA,18015,39D0950912,vitamedicalassociates.com,https://vitamedicalassociates.com/
RU,GEISINGER CLINIC DBA GEISINGER MEDICAL GROUP,STATE COLLEGE,PA,16801,39D1021114,locations.geisinger.org,https://locations.geisinger.org/geisinger-scenery-park
RU,"INFECTIOUS DISEASE LABORATORIES, UNIV OF PITTS",PITTSBURGH,PA,15213,39D1010503,dom.pitt.edu,https://dom.pitt.edu/id/clinical/programs-labs/
RU,AZIZKHAN INTERNAL MEDICINE ASSOCIATES,CAMP HILL,PA,17011,39D0978140,azizkhaninternalmedicine.com,https://www.azizkhaninternalmedicine.com/
RU,CONSULTANTS IN MEDICAL ONCOLOGY & HEMATOLOGY,GLEN MILLS,PA,19342,39D2036126,cmoh.org,https://cmoh.org/
RU,"AESTHETIC DERMATOLOGY ASSOCIATES, PC -PAOLI OFFICE",PAOLI,PA,19301,39D2142589,adaderm.com,https://adaderm.com/locations/paoli-pa/
RU,PSH HOLY SPIRIT MEDICAL CTR POCT,CAMP HILL,PA,17011,39D2151185,pennstatehealth.org,https://www.pennstatehealth.org/locations/penn-state-health-holy-spirit-medical-center
RU,MOUNT NITTANY MEDICAL CENTER,STATE COLLEGE,PA,16803,39D2334736,mountnittany.org,https://www.mountnittany.org/medical-facilities/mount-nittany-medical-center
RU,BRYN MAWR MEDICAL SPECIALISTS ASSOCIATION,WYNNEWOOD,PA,19096,39D1040519,bmmsa.com,https://bmmsa.com/
RU,"PITTSBURGH GASTROENTEROLOGY ASSOCIATES, LTD",PITTSBURGH,PA,15241,39D2067596,pghgastro.com,https://pghgastro.com/index.html
REF,"KEVIN GIADROSICH, M D, PC",HOOVER,AL,35216,01D0301540,,https://health.usnews.com/doctors/kevin-giadrosich-358328
RU,REGIONAL ARTHRITIS & RHEUMATOLOGY ASSOCIATES,HERMITAGE,PA,16148,39D2161279,raraclinic.com,https://raraclinic.com/
RU,INDIANA REGIONAL MEDICAL CENTER,INDIANA,PA,15701,39D2167130,indianarmc.org,http://www.indianarmc.org/
RU,GREENTREE MEDICAL CENTER,PITTSBURGH,PA,15220,39D2033974,phhealthcare.org,https://doctor.webmd.com/practice/greentree-medical-associates-5d95602c-ac44-4791-99cf-c7655f883817
REF,UAB OB/GYN RESEARCH AND DIAGNOSTIC LABORATORY,BIRMINGHAM,AL,35233,01D0641549,uab.edu,https://www.uab.edu/medicine/crwh/center-services/research-and-diagnostic-laboratory
RU,LABORATORY ASSOCIATES OF ERIE LLC,ERIE,PA,16507,39D2135920,associatedclinicallabs.com,https://associatedclinicallabs.com/
RU,PSH HAMPDEN MEDICAL CENTER POCT,ENOLA,PA,17025,39D2228255,pennstatehealth.org,https://pennstatehealth.org/hampden
REF,ALABAMA DEPARTMENT OF PUBLIC HEALTH,PRATTVILLE,AL,36066,01D0641691,alabamapublichealth.gov,https://www.alabamapublichealth.gov/
REF,CELLULAR IMMUNOBIOLOGY LABORATORY,BIRMINGHAM,AL,35294,01D0641551,uhbpathology.com,https://uhbpathology.com/departments-list/clinical-chemistry/blood-sciences-contacts/26-flow-cytometry-laboratory
REF,LABCORP OF AMERICA HOLDINGS,ANNISTON,AL,36207,01D0641706,labcorp.com,https://labcorp.com/
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,HUNTSVILLE,AL,35801,01D0665515,npiindex.com,https://linkedin.com/company/lab-corporation-of-america-holdings
REF,DECATUR DIAGNOSTIC LABORATORY INC,DECATUR,AL,35603,01D0302324,decaturdiagnosticlab.net,https://www.decaturdiagnosticlab.net/
REF,DEPARTMENT OF GENETICS CYTOGENETICS LABORATORY,BIRMINGHAM,AL,35294,01D0715750,uab.edu,https://www.uab.edu/medicine/genetics/clinical/clinical-labs/cytogenetics-laboratory
REF,MOBILE DIVISION LABORATORY,MOBILE,AL,36606,01D0641761,alabamapublichealth.gov,https://www.alabamapublichealth.gov/bcl/mobile-division-laboratory.html
REF,JCDH CENTRAL HEALTH CENTER DISEASE CONTROL,BIRMINGHAM,AL,35233,01D0668923,jcdh.org,https://www.jcdh.org/SitePages/Programs-Services/DiseaseControl/DiseaseControl.aspx
REF,UAHSF DIAGNOSTIC VIROLOGY LABORATORY,BIRMINGHAM,AL,35233,01D0668136,uabacademicannualreport.annualreportchildrensal.org,https://uabacademicannualreport.annualreportchildrensal.org/division_infectiousdiseases.html
REF,"VALLEY PATHOLOGY, LLC",DECATUR,AL,35601,01D0683443,valleypathologyllc.com,https://www.valleypathologyllc.com/
REF,MICROPHASE CLINICAL LABORATORY,HUNTSVILLE,AL,35803,01D0923800,microphaselab.com,https://microphaselab.com/
REF,APEX DIAGNOSTIC LABORATORIES,HUNTSVILLE,AL,35805,01D1009099,apexdiagnosticlab.com,https://apexdiagnosticlab.com/
REF,SOUTHERN BLOOD SERVICES INC,BIRMINGHAM,AL,35243,01D1012706,southernbloodservices.com,https://southernbloodservices.com/
REF,BIRMINGHAM GASTROENTEROLOGY ASSOC PC,BIRMINGHAM,AL,35209,01D0942786,bgapc.com,https://bgapc.com/
REF,GUT PATHOLOGY LLC,DOTHAN,AL,36305,01D1094125,opengovus.com,https://opengovus.com/physician/6103909437
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,BIRMINGHAM,AL,35243,01D0993817,labcorp.com,https://www.labcorp.com/node/77
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,CALERA,AL,35040,01D2080446,labcorp.com,https://labcorp.com/
REF,SOUTHEAST CLINICAL LABORATORIES,BIRMINGHAM,AL,35222,01D2091573,southeastlabs.com,https://southeastlabs.com/
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,DOTHAN,AL,36303,01D0304728,locations.labcorp.com,https://locations.labcorp.com/al/dothan/2135/
RU,GASTROENTEROLOGY ASSOCIATES LTD,ALLENTOWN,PA,18104,39D0657489,gastroenterologyassociatesltd.com,https://gastroenterologyassociatesltd.com/
REF,"CSL PLASMA, INC",RAINBOW CITY,AL,35906,01D2177653,cslplasma.com,https://www.cslplasma.com/center/275
REF,JCDH EASTERN HEALTH CENTER DISEASE CONTROL,BIRMINGHAM,AL,35206,01D2194165,jcdh.org,https://www.jcdh.org/SitePages/Programs-Services/DiseaseControl/DiseaseControl.aspx
REF,IREPERTOIRE MOLECULAR LABORATORY,HUNTSVILLE,AL,35806,01D2188667,irepertoire.com,https://irepertoire.com/
REF,JCDH WESTERN HEALTH CENTER DISEASE CONTROL,MIDFIELD,AL,35228,01D2265958,jcdh.org,https://www.jcdh.org/SitePages/Programs-Services/DiseaseControl/DiseaseControl.aspx
REF,ECLIPSE PATHOLOGY LLC,MADISON,AL,35758,01D2286108,labprospects.com,https://npidb.org/organizations/allopathic_osteopathic_physicians/clinical-pathology_207zc0006x/1982484614.aspx
REF,BIOLIFE PLASMA SERVICES L P,MOBILE,AL,36608,01D2177196,biolifeplasma.com,https://biolifeplasma.com/
REF,USA HEALTH FREESTANDING EMERGENCY DEPARTMENT,MOBILE,AL,36608,01D2229845,usahealthsystem.com,https://www.usahealthsystem.com/locations/freestanding-ed
REF,MADISON CORE LABORATORIES,HUNTSVILLE,AL,35805,01D2116823,madisoncorelabs.com,https://madisoncorelabs.com/
REF,SOUTHEAST CLINICAL LABORATORIES - WALKER MEDICAL,JASPER,AL,35501,01D2327017,walker-md.com,https://walker-md.com/
REF,CSL PLASMA INC,MONTGOMERY,AL,36117,01D2065408,cslplasma.com,https://www.cslplasma.com/
REF,"CERFLUX, INC",BIRMINGHAM,AL,35203,01D2247841,cerflux.com,https://cerflux.com/
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,ANNISTON,AL,36205,01D2170323,labcorp.com,https://www.labcorp.com/
REF,LABORATORY CORPORATION OF AMERICA,ANCHORAGE,AK,99503,02D0640755,labcorp.com,https://www.labcorp.com/patients
REF,QUEST DIAGNOSTICS,ANCHORAGE,AK,99508,02D0640756,questdiagnostics.com,https://www.questdiagnostics.com/locations/detail.html/AA/99508/75/1
REF,"MEDESSIA HEALTH, LLC",OPELIKA,AL,36801,01D2340785,medessiahealth.com,https://www.medessiahealth.com/
REF,LABORATORY CORPORATION OF AMERICA,ANCHORAGE,AK,99508,02D2223872,labcorp.com,https://www.labcorp.com/patients
REF,ALPINE MEDICAL CLINIC,PRUDHOE BAY,AK,99734,02D0969249,alpinemedicalgroup.com,https://www.alpinemedicalgroup.com/
REF,CELLNETIX PATHOLOGY ALASKA REGIONAL HOSPITAL,ANCHORAGE,AK,99508,02D2201100,cellnetix.com,https://cellnetix.com/divisions/alaska/
REF,KUPARUK MEDICAL CLINIC,PRUDHOE BAY,AK,99734,02D0671921,labprospects.com,https://www.labprospects.com/CLIA/02D0671921
REF,ACCUTRACE LABORATORIES INC,PHOENIX,AZ,85021,03D0641886,loc8nearme.com,https://www.loc8nearme.com/arizona/phoenix/accu-trace-labs-inc/5454558/
REF,"AIRCARE ALASKA, LLC",FAIRBANKS,AK,99709,02D2314627,aircarealaska.com,https://aircarealaska.com/
REF,"CSL PLASMA, INC",TEMPE,AZ,85282,03D0694716,cslplasma.com,https://www.cslplasma.com/center/427
REF,QUEST DIAGNOSTICS,FAIRBANKS,AK,99701,02D0641234,locations.questdiagnostics.com,https://locations.questdiagnostics.com/ak/fairbanks
REF,LIFEMED ALASKA LLC,ANCHORAGE,AK,99502,02D1090167,lifemedalaska.com,https://lifemedalaska.com/
REF,PIMA COUNTY HEALTH DEPARTMENT,TUCSON,AZ,85745,03D0683066,pima.gov,http://pima.gov/health/
REF,"GUARDIAN FLIGHT, LLC",ANCHORAGE,AK,99502,02D2028442,guardianflight.com,https://guardianflight.com/
REF,CAMPUS HEALTH SERVICES,TUCSON,AZ,85721,03D0057856,health.arizona.edu,https://health.arizona.edu/
REF,SAGIS,TUCSON,AZ,85718,03D0962326,sagisdx.com,https://www.sagisdx.com/
REF,ARIZONA ANDROLOGY LAB & CRYOBANK,TUCSON,AZ,85710,03D0991404,arizonaandrology.com,https://arizonaandrology.com/
REF,QUALITY OF LIFE INTEGRATED HEALTH CENTER,TUCSON,AZ,85710,03D1012182,qmedcenter.com,https://qmedcenter.com/
REF,MARICOPA COUNTY PUBLIC HEALTH LAB,PHOENIX,AZ,85006,03D0057138,maricopa.gov,https://maricopa.gov/
REF,AFFILIATED LABORATORIES,SCOTTSDALE,AZ,85255,03D2051762,affderm.com,https://affderm.com/about/dermatopathology-lab
REF,SOUTHWEST SKIN LABORATORY PLLC,GILBERT,AZ,85295,03D2046062,swskin.net,https://linkedin.com/company/southwest-skin-laboratory-pllc
REF,EAST VALLEY INTERNAL MEDICINE PC,CHANDLER,AZ,85224,03D0872266,evimaz.com,https://evimaz.com/
REF,RICHARD LEE AVERITTE JR PLLC DBA,SURPRISE,AZ,85374,03D2053259,affderm.com,https://affderm.com/team/richard-l-averitte/
REF,ALASKA NATIVE MEDICAL CENTER POCT 2,ANCHORAGE,AK,99508,02D2322468,anmc.org,https://anmc.org/
REF,PATHLAB INC,SIERRA VISTA,AZ,85635,03D2067119,ehealthscores.com,https://www.ehealthscores.com/care-lpqzlqzpcl-pathlab-inc-sierra-vista.html
REF,NORTHERN ARIZONA MEDICAL GROUP,KINGMAN,AZ,86409,03D1097848,namg.us,https://namg.us/
REF,"EXPERT GENETICS, LLC",PHOENIX,AZ,85028,03D2102432,everydayhealth.care,https://www.linkedin.com/in/christine-stephenson-97350b13
REF,"CYREX LABORATORIES, LLC",PHOENIX,AZ,85034,03D2006336,cyrexlabs.com,https://www.cyrexlabs.com/
REF,VINCERE MOLECULAR & PATHOLOGY LAB,SCOTTSDALE,AZ,85260,03D2183334,vincerecancer.com,https://vincerecancer.com/meet-dr-prichard/
REF,"ARIZONA GASTROENTEROLOGY, LTD",TUCSON,AZ,85741,03D2114624,azgastroenterology.com,https://azgastroenterology.com/
REF,SPECIALIZED UNIVERSITY PATHOLOGISTS,GILBERT,AZ,85297,03D2137703,pathology.arizona.edu,https://health.usnews.com/doctors/yuan-lin-251575
REF,"AGA PATHOLOGY LAB, TUCSON",TUCSON,AZ,85718,03D2277352,azgastrohealth.com,https://azgastrohealth.com/practice-locations/aga-pathology-lab/
REF,"VIRTUAL SCIENTIFIC, INC",QUEEN CREEK,AZ,85142,03D1079575,virtualscientific.net,https://virtualscientific.net/
REF,AMERIPATH TUCSON INC,TUCSON,AZ,85718,03D2276836,ameripath.com,https://ameripath.com/
REF,ARIZONA DIAGNOSTIC PATHOLOGY ASSOCIATES,TUCSON,AZ,85712,03D2294971,adpalab.com,https://adpalab.com/
REF,"DESERT LABORATORIES, LLC",CHANDLER,AZ,85224,03D2084339,desertlaboratories.com,https://desertlaboratories.com/
REF,AMERIPATH TUCSON INC,MESA,AZ,85212,03D2279731,ameripath.com,https://ameripath.com/
REF,TUCSON GASTRO SPECIALISTS PATHOLOGY,TUCSON,AZ,85712,03D2285621,tucsongastro.com,https://tucsongastro.com/
REF,ARKANSAS ANATOMIC PATHOLOGY LABORATORY AND,JONESBORO,AR,72401,04D1018945,dapsonline.com,https://www.dapsonline.com/
REF,PHYSICIANS LABORATORIES OF AMERICA LLC,LITTLE ROCK,AR,72205,04D2042678,plallc.com,https://plallc.com/
REF,COPPER QUEEN COMMUNITY HOSPITAL,DOUGLAS,AZ,85607,03D2124326,cqch.org,https://cqch.org/
REF,CND LIFE SCIENCES R&D LAB,SCOTTSDALE,AZ,85258,03D2291165,cndlifesciences.com,https://cndlifesciences.com/
REF,LABCORP OF AMERICA,LITTLE ROCK,AR,72212,04D0928951,locations.labcorp.com,https://locations.labcorp.com/ar/
REF,PATHOLOGY SERVICES LABORATORY PA,RUSSELLVILLE,AR,72801,04D0468992,pathologyserviceslab.com,https://pathologyserviceslab.com/
REF,NORTHWEST ARKANSAS PATHOLOGY AT MERCY MED CTR,ROGERS,AR,72758,04D1051971,mercy.net,https://www.mercy.net/practice/mercy-hospital-northwest-arkansas/
REF,AR ANATOMIC PATHOLOGY LABORATORY/DOCTORS',JONESBORO,AR,72401,04D0892601,dapsonline.com,https://www.dapsonline.com/
REF,AEL - CONWAY,CONWAY,AR,72034,04D2115207,ael.com,https://www.ael.com/
REF,SUNSCIENCE LABS INC,TEMPE,AZ,85284,03D2282539,sunsciencelab.com,https://www.sunsciencelab.com/
REF,"MICRO-DIAGNOSTIC LABORATORIES, INC",BENTON,AR,72019,04D0913430,citysquares.com,https://www.facebook.com/MICRODXLAB/
REF,UNITY HEALTH WHITE COUNTY ONCOLOGY,SEARCY,AR,72143,04D2025650,unity-health.org,https://www.unity-health.org/locations/unity-health-white-county-oncology/
REF,NWA PATHOLOGY AT WRMC FS ROOM,FAYETTEVILLE,AR,72703,04D1051973,nwapathology.com,https://nwapathology.com/
REF,QUEST DIAGNOSTICS - ROGERS RRL,ROGERS,AR,72758,04D2225444,locations.questdiagnostics.com,https://locations.questdiagnostics.com/ar/rogers
REF,"NAMIDA LAB, INC",FAYETTEVILLE,AR,72703,04D2182040,namidalab.com,https://namidalab.com/
REF,MERCY SPRINGDALE HOD,SPRINGDALE,AR,72762,04D2170189,mercy.net,https://www.mercy.net/
REF,CHI ST VINCENT MEDICAL CENTER,HOT SPRINGS,AR,71913,04D2121560,chistvincent.com,https://www.chistvincent.com/
REF,BAXTER HEALTH PAIN CLINIC,MOUNTAIN HOME,AR,72653,04D2086422,baxterhealth.org,https://www.baxterhealth.org/locations/interventional-pain-management-mh/
REF,PROTZEL PATHOLOGY LABORATORY,BEVERLY HILLS,CA,90212,05D0547058,ibegin.com,https://www.yelp.com/biz/protzel-pathology-laboratory-beverly-hills
REF,PRIVILEGE DX MEDICAL LABORATORIES INC,TOLUCA LAKE,CA,91602,05D0543719,whereorg.com,https://npidb.org/organizations/laboratories/clinical-medical-laboratory_291u00000x/1003369968.aspx
REF,UAMS HEALTH UROLOGY CLINIC,LITTLE ROCK,AR,72212,04D2277599,uamshealth.com,https://uamshealth.com/location/urology-clinic/
REF,"UROLOGY GROUP PC, THE",MARION,AR,72364,04D2270323,carecredit.com,https://www.carecredit.com/doctor-locator/marion-ar/the-urology-group-pc-792jkd/
REF,QUEST DIAGNOSTICS - FORT SMITH RRL,FORT SMITH,AR,72903,04D2226039,locations.questdiagnostics.com,https://locations.questdiagnostics.com/ar/fort-smith
REF,HERMES LABORATORIES,LITTLE ROCK,AR,72205,04D2296094,hermes-laboratories.com,https://hermes-laboratories.com/
REF,CONEJO DERMATOLOGY,THOUSAND OAKS,CA,91361,05D0559414,conejodermatology.com,https://conejodermatology.com/
REF,ARKANSAS ANATOMIC PATHOLOGY LABORATORY,BATESVILLE,AR,72501,04D2209627,allpractices.com,https://www.allpractices.com/9043/arkansas-anatomic-pathology
REF,"REPRODUCTIVE TECHNOLOGIES, INC/ THE SPERM",BERKELEY,CA,94704,05D0602416,thespermbankofca.org,https://www.thespermbankofca.org/
REF,SUN CLINICAL LABORATORIES,EL MONTE,CA,91731,05D0563772,sunclinicallaboratories.com,https://www.sunclinicallaboratories.com/
REF,"EQUALTOX, LLC",SANTA ANA,CA,92705,05D0602385,equaltox.com,https://equaltox.com/
REF,WEST DERMATOLOGY - MISSION VALLEY,SAN DIEGO,CA,92108,05D0569421,westdermatology.com,https://www.westdermatology.com/location/missionvalleysandiego/
REF,LABORATORY CORPORATION OF AMERICA,TUSTIN,CA,92780,05D0578685,locations.labcorp.com,https://locations.labcorp.com/ca/tustin/
REF,NAPA-SOLANO-YOLO-MARIN,FAIRFIELD,CA,94533,05D0601176,solanocounty.gov,https://www.solanocounty.gov/government/health-social-services-hss/solano-public-health/napa-solano-yolo-marin-public-health-laboratory-nsym-phl
REF,PLANNED PARENTHOOD MAR MONTE,SAN JOSE,CA,95126,05D0608282,plannedparenthood.org,https://www.plannedparenthood.org/planned-parenthood-mar-monte
REF,PSYCHEMEDICS CORPORATION,CULVER CITY,CA,90230,05D0642561,psychemedics.com,https://www.psychemedics.com/
REF,YOSEMITE PATHOLOGY MEDICAL GROUP INC,SACRAMENTO,CA,95826,05D0615570,yosemitepathology.com,https://ypmg.com/
REF,"ADVANCED BIOMEDICAL, INC",SANTA ANA,CA,92704,05D0580198,dayofdifference.org.au,https://dayofdifference.org.au/a-medical/advanced-biomedical-laboratory-ca.html
REF,MODOC MEDICAL CENTER,ALTURAS,CA,96101,05D0618592,modocmedicalcenter.org,https://modocmedicalcenter.org/
REF,BUTTE COUNTY HEALTH DEPT LABORATORY,CHICO,CA,95926,05D0617090,buttecounty.ca.gov,https://www.buttecounty.ca.gov/1558/Public-Health-Laboratory
REF,KERN COUNTY PUBLIC HEALTH LABORATORY,BAKERSFIELD,CA,93306,05D0643486,kernpublichealth.com,https://kernpublichealth.com/
REF,ORANGE COUNTY PUBLIC HEALTH,IRVINE,CA,92618,05D0643378,ochealthinfo.com,https://www.ochealthinfo.com/
REF,MONTEREY COUNTY PUBLIC HEALTH LABORATORY,SALINAS,CA,93906,05D0643589,countyofmonterey.gov,https://www.countyofmonterey.gov/government/departments-a-h/health/public-health/public-health-lab
REF,DR JACK S REMINGTON LAB,PALO ALTO,CA,94301,05D0643684,pamf.org,http://www.pamf.org/serology/
REF,FOUNDATION LABORATORY,POMONA,CA,91768,05D0642889,foundationlaboratory.com,https://foundationlaboratory.com/
REF,TULARE COUNTY HEALTH DEPT LABORATORY,TULARE,CA,93274,05D0667647,tchhsa.org,https://tchhsa.org/eng/public-health/public-health-laboratory/
REF,SAN JOAQUIN COUNTY PUBLIC HEALTH LAB,STOCKTON,CA,95205,05D0643989,sjcphs.org,https://sjcphs.org/programs-and-services/public-health-laboratory
REF,VIRAL & RICKETTSIAL DISEASE LABORATORY,RICHMOND,CA,94804,05D0643850,cdph.ca.gov,https://www.cdph.ca.gov/Programs/cls/idld/vrdl
REF,UNILAB CORP DBA QUEST DIAGNOSTICS,MERCED,CA,95341,05D0644027,locations.questdiagnostics.com,https://locations.questdiagnostics.com/ca/merced/240-east-13th-street
REF,UCD COCCIDIOIDOMYCOSIS SEROLOGY LAB,DAVIS,CA,95616,05D0644125,health.ucdavis.edu,https://health.ucdavis.edu/valley-fever/serology-lab/
REF,SONOMA COUNTY PUBLIC HEALTH LABORATORY,SANTA ROSA,CA,95404,05D0644064,sonomacounty.gov,https://sonomacounty.gov/health-and-human-services/health-services/divisions/public-health/public-health-regional-laboratory
REF,UNILAB CORP DBA QUEST DIAGNOSTICS,FRESNO,CA,93720,05D0664641,questdiagnostics.com,https://www.questdiagnostics.com/
REF,VENTURA COUNTY HEALTH DEPARTMENT LAB,OXNARD,CA,93036,05D0668137,hca.venturacounty.gov,https://hca.venturacounty.gov/public-health/ph-laboratory/
REF,LONG BEACH DEPARTMENT OF HEALTH,LONG BEACH,CA,90815,05D0688088,longbeach.gov,https://longbeach.gov/Health
REF,INTERNATIONAL MEDICAL LABORATORY,IRVINE,CA,92606,05D0692370,internationalmedicallab.com,https://www.internationalmedicallab.com/
REF,QUEST DIAGNOSTICS,BERKELEY,CA,94705,05D0670381,locations.questdiagnostics.com,https://locations.questdiagnostics.com/ca/berkeley
REF,IGENEX INC,MILPITAS,CA,95035,05D0643914,igenex.com,https://igenex.com/contact
REF,BERNARDO DERMATOLOGY MEDICAL GROUP,POWAY,CA,92064,05D0664519,bernardoderm.com,https://bernardoderm.com/
REF,YOSEMITE PATHOLOGY MEDICAL GROUP,MERCED,CA,95348,05D0644024,yosemitepathology.com,https://ypmg.com/
REF,MADERA COUNTY PUBLIC HEALTH LABORATORY,MADERA,CA,93638,05D0711439,maderacounty.com,https://www.maderacounty.com/government/public-health/laboratory
REF,"UNILAB CORPORATION, DBA QUEST DIAGNOSTICS",STOCKTON,CA,95207,05D0700053,locations.questdiagnostics.com,https://locations.questdiagnostics.com/ca/stockton
REF,"CORAZON C MEDINA, MD INC",ANAHEIM,CA,92801,05D0856340,npiviewer.com,https://npino.com/primary-clinic/1447309307-corazon-c-medina-md-inc/
REF,SANTA BARBARA COUNTY PUBLIC HEALTH LAB,SANTA BARBARA,CA,93110,05D0683431,countyofsb.org,https://www.countyofsb.org/1727/Public-Health-Lab
REF,SAN MATEO COUNTY PUBLIC HEALTH LAB,SAN MATEO,CA,94403,05D0857622,smchealth.org,https://www.smchealth.org/publichealthlab
REF,GENETIC DISEASE LABORATORY,RICHMOND,CA,94804,05D0862216,cdph.ca.gov,https://www.cdph.ca.gov/Programs/CFH/DGDS/Pages/gdl/default.aspx
REF,CALPATH MEDICAL ASSOCIATES,CAMPBELL,CA,95008,05D0858234,calpath.com,https://calpath.com/
REF,"LABORATORY MEDICINE CONSULTANTS, INC",BEVERLY HILLS,CA,90211,05D0876618,labmedinc.com,https://www.labmedinc.com/
REF,FERTILITY CENTER OF CALIFORNIA,SAN DIEGO,CA,92120,05D0883366,spermbankcalifornia.com,https://spermbankcalifornia.com/
REF,AW CYTOHISTOLOGY LABORATORY,BAKERSFIELD,CA,93301,05D0916538,vitadox.com,https://www.vitadox.com/practice/bakersfield-ca-93301/aw-cytohistology-lab/39GRYEv3mnhbf5L9iLV4MC
REF,"GENENTOX LABORATORIES, LLC",SANTA ANA,CA,92705,05D0871568,novadxlabs.com,https://novadxlabs.com/
REF,SHARP REES-STEALY CLINICS,LA MESA,CA,91942,05D0890455,sharp.com,https://www.sharp.com/locations/sharp-rees-stealy-la-mesa
REF,FERTILITY CENTER OF CALIFORNIA,TUSTIN,CA,92780,05D0883369,tustinfertilityctr.com,https://www.tustinfertilityctr.com/
REF,COUNTY OF SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93401,05D0695770,slocounty.ca.gov,https://slocounty.ca.gov/
REF,CA DPH ENVIRONMENTAL HEALTH LABORATORY,RICHMOND,CA,94804,05D0882397,cdph.ca.gov,https://www.cdph.ca.gov/Programs/cls/dehl/ehl
REF,HUNTINGTON REPRODUCTIVE CENTER,NEWPORT BEACH,CA,92660,05D0921495,psjhmedgroups.org,https://www.psjhmedgroups.org/Print.aspx?Page=%2FFind-a-Doctor%2FF%2FJane-Leigh-Frederick-MD.aspx
REF,BIO PATH MEDICAL GROUP INC,FOUNTAIN VALLEY,CA,92708,05D0914742,bio-path.com,https://bio-path.com/
REF,OUTPATIENT BIOPSY CENTER,TEMPLE CITY,CA,91780,05D0943625,biopsycenter.org,https://www.biopsycenter.org/
REF,PASTEUR INC DBA SINAI LABS,VAN NUYS,CA,91406,05D0930353,sinailabs.com,https://sinailabs.com/
REF,ASSOCIATED PATHOLOGY MEDICAL GROUP INC,LOS GATOS,CA,95032,05D0712326,apmglab.com,https://apmglab.com/
REF,BIO-PATH MEDICAL GROUP INC,FOUNTAIN VALLEY,CA,92708,05D0974660,bio-path.com,https://bio-path.com/
REF,SHARP REES-STEALY CLINICS,CHULA VISTA,CA,91913,05D0986250,sharp.com,https://www.sharp.com/locations/sharp-rees-stealy-chula-vista
REF,DAVID J BARNETTE JR MD,CARLSBAD,CA,92011,05D0998312,scripps.org,https://www.scripps.org/physicians/5832-david-barnette
REF,SKIN CARE AND LASER PHYSICIANS OF BEVERLY HILL,WEST HOLLYWOOD,CA,90069,05D0968426,skincareandlaser.com,https://skincareandlaser.com/
REF,"CORE ANALYTICS LABORATORY, INC",VAN NUYS,CA,91411,05D0928967,corelabandxray.com,https://corelabandxray.com/
REF,"ALPHA CLINICAL LABORATORY, INC",BURBANK,CA,91504,05D0999149,alphaclinicallab.com,https://alphaclinicallab.com/
REF,21ST CENTURY DIAGNOSTIC LABORATORY,BURBANK,CA,91502,05D0956168,solvhealth.com,https://www.solvhealth.com/21st-century-diagnostic-laboratory-burbank-ca-AWjN5G
REF,"PARAKRAMA T CHANDRASOMA, MD A MED CORP",PASADENA,CA,91105,05D0939440,opengovus.com,https://medicaidspending.org/provider/1730173386
REF,"PATHCARE DIAGNOSTICS, INC",CORONA,CA,92881,05D1037342,pathcarefna.com,https://pathcarefna.com/
REF,SHARP REES-STEALY CLINICS LABORATORY-SAN DIEGO,SAN DIEGO,CA,92123,05D0966538,sharp.com,https://www.sharp.com/locations/sharp-rees-stealy-san-diego-laboratory
REF,"HRC FERTLITY MANAGEMENT, LLC",FOSTER CITY,CA,94404,05D0969849,havingbabies.com,https://havingbabies.com/foster-city/
REF,PENINSULA PATHOLOGISTS,SOUTH SAN FRANCISCO,CA,94080,05D1029487,peninsulapathologists.com,https://peninsulapathologists.com/
REF,"KIRSHMAN DIAGNOSTICS, INC",IRVINE,CA,92614,05D1037151,cleat.ai,https://doctor.webmd.com/practice/kirshman-diagnostics-incorporated-aa4112c9-4703-e211-a42b-001f29e3eb44
REF,"JULIE G DUQUETTE, MD, A MEDICAL CORPORATION",NEWPORT BEACH,CA,92660,05D1010850,nextmedonline.com,https://www.sharecare.com/find-a-doctor/group-profile/ca-california/newport-beach/julie-g-duquette-md-xbb7dt
REF,MICHELLE M ALGARIN MD INC,LAGUNA HILLS,CA,92653,05D1005582,lagunawoodsderm.com,https://www.lagunawoodsderm.com/
